symbol,quotedate,expiration,entry_date,entry_stock_price,put_entry_delta,put_entry_mid,put_exit_mid,put_profit
A,2013-09-20,2013-09-20,2013-08-15,46.96,-0.1359,0.265,0.005,0.26
A,2013-09-20,2013-09-20,2013-08-19,46.44,-0.1448,0.255,0.005,0.25
A,2013-10-18,2013-10-18,2013-09-11,48.96,-0.15080000000000002,0.33,0.005,0.325
A,2013-10-18,2013-10-18,2013-09-19,50.980000000000004,-0.15080000000000002,0.32000000000000006,0.01,0.31000000000000005
A,2014-03-21,2014-03-21,2014-02-14,55.25,-0.09770000000000001,0.19,0.03,0.16
A,2014-08-15,2014-08-15,2014-07-24,56.84,-0.153,0.315,0.025,0.29
A,2014-12-19,2014-12-19,2014-11-18,40.800000000000004,-0.15,0.23500000000000001,0.07,0.165
A,2014-12-19,2014-12-19,2014-11-26,42.74,-0.17270000000000002,0.265,0.065,0.2
A,2015-01-16,2015-01-16,2014-12-19,41.38,-0.16540000000000002,0.385,0.04,0.34500000000000003
A,2015-04-17,2015-04-17,2015-03-19,42.21,-0.19870000000000002,0.29500000000000004,0.075,0.22000000000000003
A,2015-05-15,2015-05-15,2015-04-23,42.62,-0.1321,0.135,0.015,0.12000000000000001
A,2015-05-15,2015-05-15,2015-04-27,41.980000000000004,-0.16840000000000002,0.19,0.015,0.175
A,2015-05-15,2015-05-15,2015-05-01,41.83,-0.157,0.14500000000000002,0.015,0.13
A,2015-10-16,2015-10-16,2015-09-22,35.050000000000004,-0.1532,0.25,0.23,0.01999999999999999
A,2015-10-16,2015-10-16,2015-09-30,34.33,-0.1676,0.25,0.23,0.01999999999999999
A,2016-03-18,2016-03-18,2016-02-25,37.63,-0.15310000000000001,0.275,0.125,0.15000000000000002
A,2016-03-18,2016-03-18,2016-02-29,37.35,-0.1942,0.26,0.005,0.255
A,2016-04-15,2016-04-15,2016-03-04,39.34,-0.1267,0.21000000000000002,0.1,0.11000000000000001
A,2016-05-20,2016-05-20,2016-04-04,40.01,-0.106,0.22499999999999998,0.04,0.18499999999999997
A,2016-08-19,2016-08-19,2016-07-26,46.95,-0.11620000000000001,0.18,0.035,0.145
A,2016-09-16,2016-09-16,2016-08-03,47.09,-0.13340000000000002,0.30000000000000004,0.125,0.17500000000000004
A,2016-12-16,2016-12-16,2016-11-28,43.6,-0.09290000000000001,0.115,0.045,0.07
A,2017-10-20,2017-10-20,2017-09-28,63.980000000000004,-0.12090000000000001,0.175,0.035,0.13999999999999999
A,2017-10-20,2017-10-20,2017-10-02,64.87,-0.1864,0.255,0.01,0.245
A,2017-12-15,2017-12-15,2017-11-02,68.13,-0.16060000000000002,0.47000000000000003,0.06,0.41000000000000003
A,2017-12-15,2017-12-15,2017-11-06,68.22,-0.1675,0.5,0.06,0.44
A,2018-04-20,2018-04-20,2018-03-07,69.7,-0.1975,0.63,0.005,0.625
A,2018-09-21,2018-09-21,2018-08-06,66.51,-0.1406,0.48,0.01,0.47
A,2012-03-16,2012-03-16,2012-02-03,45.28,-0.1752,0.645,0.01,0.635
A,2012-08-17,2012-08-17,2012-07-12,36.52,-0.1494,0.4,0.005,0.395
A,2012-12-21,2012-12-21,2012-12-03,37.92,-0.19310000000000002,0.25,0.01,0.24
A,2013-01-18,2013-01-18,2012-12-07,37.81,-0.1466,0.305,0.005,0.3
A,2013-05-17,2013-05-17,2013-04-03,40.52,-0.1819,0.44,0.005,0.435
A,2013-10-18,2013-10-18,2013-09-06,47.43,-0.1471,0.36,0.005,0.355
A,2013-10-18,2013-10-18,2013-09-10,48.550000000000004,-0.1796,0.41500000000000004,0.005,0.41000000000000003
A,2013-11-15,2013-11-15,2013-10-07,51.13,-0.14120000000000002,0.385,0.015,0.37
A,2013-11-15,2013-11-15,2013-10-11,51.46,-0.16090000000000002,0.42500000000000004,0.005,0.42000000000000004
A,2014-08-15,2014-08-15,2014-07-11,56.6,-0.1915,0.535,0.025,0.51
A,2014-08-15,2014-08-15,2014-07-15,56.660000000000004,-0.1807,0.47,0.025,0.44499999999999995
A,2014-09-19,2014-09-19,2014-08-15,57.58,-0.2013,0.36,0.005,0.355
A,2014-09-19,2014-09-19,2014-08-19,58.56,-0.15940000000000001,0.265,0.005,0.26
A,2015-02-20,2015-02-20,2015-01-14,39.06,-0.199,0.5900000000000001,0.025,0.5650000000000001
A,2015-02-20,2015-02-20,2015-01-22,39.65,-0.13670000000000002,0.265,0.025,0.24000000000000002
A,2015-11-20,2015-11-20,2015-10-26,36.83,-0.13540000000000002,0.235,0.09,0.145
A,2016-03-18,2016-03-18,2016-02-16,37.08,-0.14300000000000002,0.33,0.125,0.20500000000000002
A,2016-04-15,2016-04-15,2016-03-22,39.88,-0.18530000000000002,0.265,0.1,0.165
A,2016-04-15,2016-04-15,2016-03-30,40.12,-0.1183,0.11000000000000001,0.1,0.010000000000000009
A,2016-09-16,2016-09-16,2016-08-29,47.62,-0.12860000000000002,0.155,0.21500000000000002,-0.060000000000000026
A,2017-02-17,2017-02-17,2017-02-01,49.26,-0.1535,1.02,0.065,0.9550000000000001
A,2017-06-16,2017-06-16,2017-06-02,60.81,-0.0902,0.08,0.025,0.055
A,2017-11-17,2017-11-17,2017-11-01,68.02,-0.16740000000000002,0.24500000000000002,0.015,0.23000000000000004
A,2018-01-19,2018-01-19,2017-12-06,65.89,-0.15180000000000002,0.395,0.015,0.38
A,2018-04-20,2018-04-20,2018-03-29,66.9,-0.1583,0.375,0.05,0.325
A,2018-10-19,2018-10-19,2018-09-05,66.96000000000001,-0.1617,0.41500000000000004,0.015,0.4
A,2018-11-16,2018-11-16,2018-10-10,66.67,-0.12990000000000002,0.41000000000000003,0.065,0.34500000000000003
A,2012-02-17,2012-02-17,2012-01-30,43.160000000000004,-0.1474,0.335,0.015,0.32
A,2012-03-16,2012-03-16,2012-02-07,44.6,-0.1565,0.545,0.01,0.535
A,2012-04-20,2012-04-20,2012-03-05,42.78,-0.1708,0.55,0.01,0.54
A,2012-04-20,2012-04-20,2012-03-09,44.550000000000004,-0.1688,0.5,0.01,0.49
A,2012-04-20,2012-04-20,2012-03-13,45.11,-0.1704,0.445,0.015,0.43
A,2012-06-15,2012-06-15,2012-05-30,41.35,-0.16870000000000002,0.345,0.005,0.33999999999999997
A,2013-01-18,2013-01-18,2012-12-11,39.7,-0.1424,0.28,0.005,0.275
A,2013-02-15,2013-02-15,2013-01-15,43.24,-0.17450000000000002,0.355,0.005,0.35
A,2013-06-21,2013-06-21,2013-05-08,42.935,-0.1404,0.375,0.02,0.355
A,2013-06-21,2013-06-21,2013-05-16,44.99,-0.1374,0.28,0.015,0.265
A,2013-11-15,2013-11-15,2013-10-15,50.88,-0.14550000000000002,0.385,0.015,0.37
A,2015-01-16,2015-01-16,2014-12-18,40.7,-0.1222,0.24,0.05,0.19
A,2015-01-16,2015-01-16,2014-12-22,41.88,-0.1446,0.28,0.04,0.24000000000000002
A,2015-06-19,2015-06-19,2015-05-15,42.04,-0.0994,0.14,0.05,0.09000000000000001
A,2015-06-19,2015-06-19,2015-05-19,42.37,-0.1563,0.185,0.46,-0.275
A,2015-11-20,2015-11-20,2015-10-22,36.09,-0.156,0.30500000000000005,0.09,0.21500000000000005
A,2016-04-15,2016-04-15,2016-03-18,40.19,-0.1738,0.26,0.1,0.16
A,2016-05-20,2016-05-20,2016-04-26,41.32,-0.1208,0.195,0.01,0.185
A,2016-08-19,2016-08-19,2016-07-21,46.67,-0.1413,0.245,0.035,0.21
A,2016-09-16,2016-09-16,2016-08-25,47.26,-0.1857,0.265,0.21500000000000002,0.04999999999999999
A,2017-01-20,2017-01-20,2016-12-20,46.21,-0.11750000000000001,0.185,0.055,0.13
A,2017-02-17,2017-02-17,2017-01-24,47.35,-0.1019,0.16999999999999998,0.025,0.145
A,2017-06-16,2017-06-16,2017-05-25,59.300000000000004,-0.0916,0.1,0.015,0.085
A,2017-07-21,2017-07-21,2017-06-29,58.800000000000004,-0.1174,0.17,0.015,0.15500000000000003
A,2017-07-21,2017-07-21,2017-07-03,59.13,-0.0903,0.10500000000000001,0.015,0.09000000000000001
A,2017-11-17,2017-11-17,2017-10-24,67.32000000000001,-0.2331,0.42500000000000004,0.015,0.41000000000000003
A,2018-04-20,2018-04-20,2018-04-02,64.43,-0.16870000000000002,0.44000000000000006,0.185,0.25500000000000006
A,2018-06-15,2018-06-15,2018-05-07,67.39,-0.1263,0.44,0.005,0.435
A,2018-09-21,2018-09-21,2018-08-28,66.69,-0.10360000000000001,0.16999999999999998,0.01,0.15999999999999998
A,2012-03-16,2012-03-16,2012-02-22,42.72,-0.14780000000000001,0.3,0.01,0.29
A,2012-08-17,2012-08-17,2012-07-27,37.94,-0.1342,0.265,0.01,0.255
A,2012-09-21,2012-09-21,2012-08-23,37.47,-0.19440000000000002,0.335,0.015,0.32
A,2012-12-21,2012-12-21,2012-11-21,35.84,-0.1466,0.225,0.005,0.22
A,2013-06-21,2013-06-21,2013-05-31,45.45,-0.13870000000000002,0.24,0.01,0.22999999999999998
A,2014-05-16,2014-05-16,2014-04-04,55.57,-0.1297,0.305,0.03,0.275
A,2015-07-17,2015-07-17,2015-06-03,41.1,-0.1188,0.15000000000000002,0.065,0.08500000000000002
A,2015-08-21,2015-08-21,2015-07-08,38.75,-0.1854,0.36,0.02,0.33999999999999997
A,2015-08-21,2015-08-21,2015-07-16,40.34,-0.11320000000000001,0.21999999999999997,0.02,0.19999999999999998
A,2015-12-18,2015-12-18,2015-11-10,37.980000000000004,-0.20670000000000002,0.46499999999999997,0.05,0.415
A,2016-05-20,2016-05-20,2016-04-14,40.78,-0.1633,0.30500000000000005,0.01,0.29500000000000004
A,2016-05-20,2016-05-20,2016-04-18,41.31,-0.1269,0.22,0.01,0.21
A,2016-06-17,2016-06-17,2016-05-19,44.56,-0.08650000000000001,0.135,0.01,0.125
A,2016-10-21,2016-10-21,2016-09-13,44.900000000000006,-0.11380000000000001,0.245,0.155,0.09
A,2017-02-17,2017-02-17,2017-01-12,48.52,-0.109,0.775,0.065,0.71
A,2017-03-17,2017-03-17,2017-02-16,50.84,-0.1327,0.19,0.06,0.13
A,2017-07-21,2017-07-21,2017-06-13,59.28,-0.1365,0.26,0.015,0.245
A,2017-12-15,2017-12-15,2017-11-20,69.96000000000001,-0.1714,0.8500000000000001,0.055,0.795
A,2018-06-15,2018-06-15,2018-05-22,64.84,-0.10060000000000001,0.19,0.005,0.185
A,2018-10-19,2018-10-19,2018-09-20,71.13,-0.1525,0.29500000000000004,3.0200000000000005,-2.7250000000000005
A,2018-10-19,2018-10-19,2018-09-24,69.95,-0.22340000000000002,0.445,3.0200000000000005,-2.5750000000000006
A,2012-07-20,2012-07-20,2012-06-20,40.64,-0.17120000000000002,0.39,0.005,0.385
A,2012-08-17,2012-08-17,2012-07-25,36.14,-0.1343,0.28500000000000003,0.005,0.28
A,2012-12-21,2012-12-21,2012-11-19,37.51,-0.1585,0.325,0.005,0.32
A,2013-05-17,2013-05-17,2013-04-24,42.85,-0.1321,0.25,0.01,0.24
A,2013-10-18,2013-10-18,2013-09-27,51.63,-0.18630000000000002,0.31500000000000006,0.01,0.30500000000000005
A,2013-10-18,2013-10-18,2013-10-01,51.900000000000006,-0.1544,0.24,0.01,0.22999999999999998
A,2014-03-21,2014-03-21,2014-02-26,57.1,-0.0976,0.16,0.025,0.135
A,2014-07-18,2014-07-18,2014-06-27,57.5,-0.1947,0.315,0.025,0.29
A,2014-08-15,2014-08-15,2014-08-01,56.07,-0.1847,0.42000000000000004,0.025,0.395
A,2015-02-20,2015-02-20,2015-01-08,40.89,-0.12480000000000001,0.34500000000000003,0.025,0.32
A,2016-04-15,2016-04-15,2016-03-08,38.09,-0.1454,0.25,0.105,0.14500000000000002
A,2016-10-21,2016-10-21,2016-09-15,45.44,-0.191,0.38,0.025,0.355
A,2016-10-21,2016-10-21,2016-09-19,44.95,-0.2134,0.405,0.025,0.38
A,2017-01-20,2017-01-20,2016-12-06,44.84,-0.107,0.21000000000000002,0.065,0.14500000000000002
A,2017-07-21,2017-07-21,2017-06-15,59.21,-0.1427,0.265,0.015,0.25
A,2017-07-21,2017-07-21,2017-06-19,60.550000000000004,-0.1923,0.35,0.01,0.33999999999999997
A,2017-07-21,2017-07-21,2017-06-23,59.77,-0.0955,0.145,0.015,0.13
A,2017-08-18,2017-08-18,2017-07-24,61.5,-0.15430000000000002,0.30500000000000005,0.005,0.30000000000000004
A,2017-12-15,2017-12-15,2017-11-14,67.46000000000001,-0.1781,0.525,0.06,0.465
A,2017-12-15,2017-12-15,2017-11-22,68.69,-0.1203,0.155,0.05,0.105
A,2018-05-18,2018-05-18,2018-04-27,66.28,-0.1303,0.38,0.005,0.375
A,2018-10-19,2018-10-19,2018-09-26,70.33,-0.1875,0.345,3.0200000000000005,-2.6750000000000007
A,2012-06-15,2012-06-15,2012-05-18,38.730000000000004,-0.14980000000000002,0.41500000000000004,0.015,0.4
A,2012-06-15,2012-06-15,2012-05-22,40.49,-0.1499,0.38,0.02,0.36
A,2012-07-20,2012-07-20,2012-06-22,39.035000000000004,-0.1421,0.30000000000000004,0.005,0.29500000000000004
A,2012-12-21,2012-12-21,2012-11-29,38.34,-0.1568,0.2,0.01,0.19
A,2013-04-19,2013-04-19,2013-03-26,41.82,-0.138,0.19,0.005,0.185
A,2013-05-17,2013-05-17,2013-04-30,41.44,-0.15180000000000002,0.28500000000000003,0.01,0.275
A,2013-11-15,2013-11-15,2013-10-03,51.06,-0.146,0.41000000000000003,0.015,0.395
A,2014-02-21,2014-02-21,2014-01-24,57.870000000000005,-0.1406,0.395,0.01,0.385
A,2014-08-15,2014-08-15,2014-07-07,58.120000000000005,-0.1484,0.405,0.025,0.38
A,2014-12-19,2014-12-19,2014-12-02,41.980000000000004,-0.08360000000000001,0.09000000000000001,0.07,0.020000000000000004
A,2015-05-15,2015-05-15,2015-04-02,42.050000000000004,-0.135,0.265,0.025,0.24000000000000002
A,2015-06-19,2015-06-19,2015-05-07,41.800000000000004,-0.1203,0.22,0.05,0.16999999999999998
A,2015-06-19,2015-06-19,2015-05-11,42.62,-0.2038,0.39,0.46,-0.07
A,2015-09-18,2015-09-18,2015-09-01,34.75,-0.1589,0.25,0.25,0
A,2016-03-18,2016-03-18,2016-02-04,37.42,-0.15380000000000002,0.385,0.125,0.26
A,2016-03-18,2016-03-18,2016-02-12,36.22,-0.2,0.5549999999999999,0.125,0.42999999999999994
A,2017-05-19,2017-05-19,2017-04-12,52.550000000000004,-0.1429,0.31,0.12,0.19
A,2017-10-20,2017-10-20,2017-09-11,66.11,-0.17270000000000002,0.375,0.01,0.365
A,2017-11-17,2017-11-17,2017-10-20,67.25,-0.1056,0.16,0.005,0.155
A,2018-09-21,2018-09-21,2018-08-16,65.5,-0.1101,0.26,0.01,0.25
A,2018-09-21,2018-09-21,2018-08-20,64.47,-0.12250000000000001,0.245,0.01,0.235
A,2018-09-21,2018-09-21,2018-08-24,65.98,-0.14780000000000001,0.265,0.01,0.255
A,2012-04-20,2012-04-20,2012-03-20,44.83,-0.15510000000000002,0.34,0.015,0.325
A,2013-02-15,2013-02-15,2013-01-22,44.64,-0.1872,0.325,0.01,0.315
A,2013-03-15,2013-03-15,2013-02-26,40.97,-0.1301,0.18,0.005,0.175
A,2013-04-19,2013-04-19,2013-03-06,43.24,-0.13670000000000002,0.29500000000000004,0.005,0.29000000000000004
A,2013-07-19,2013-07-19,2013-07-01,43.59,-0.1414,0.175,0.01,0.16499999999999998
A,2013-08-16,2013-08-16,2013-07-05,44.230000000000004,-0.162,0.41500000000000004,0.01,0.405
A,2013-09-20,2013-09-20,2013-08-05,45.94,-0.1374,0.36,0.01,0.35
A,2013-09-20,2013-09-20,2013-08-09,46.22,-0.1646,0.42500000000000004,0.005,0.42000000000000004
A,2014-01-17,2014-01-17,2013-12-04,53.58,-0.1414,0.33,0.01,0.32
A,2014-07-18,2014-07-18,2014-06-09,59.28,-0.16240000000000002,0.4,0.025,0.375
A,2014-09-19,2014-09-19,2014-09-03,58.06,-0.11800000000000001,0.11,0.005,0.105
A,2015-04-17,2015-04-17,2015-03-13,40.86,-0.1338,0.21500000000000002,0.025,0.19000000000000003
A,2016-01-15,2016-01-15,2015-12-07,40.7,-0.2088,0.52,0.44,0.08000000000000002
A,2016-01-15,2016-01-15,2015-12-15,40.81,-0.1882,0.395,0.44,-0.044999999999999984
A,2016-02-19,2016-02-19,2016-01-07,39,-0.1897,0.54,0.005,0.535
A,2016-02-19,2016-02-19,2016-01-11,37.94,-0.1302,0.335,0.005,0.33
A,2016-03-18,2016-03-18,2016-02-19,37.44,-0.1012,0.16,0.125,0.035
A,2016-11-18,2016-11-18,2016-10-10,47.69,-0.1102,0.22,0.01,0.21
A,2017-04-21,2017-04-21,2017-03-15,54.1,-0.16540000000000002,0.32999999999999996,0.025,0.30499999999999994
A,2017-04-21,2017-04-21,2017-03-23,53.18,-0.1736,0.30500000000000005,0.025,0.28
A,2017-05-19,2017-05-19,2017-04-19,53.07,-0.184,0.315,0.025,0.29
A,2017-09-15,2017-09-15,2017-08-22,62.96,-0.16290000000000002,0.255,0.005,0.25
A,2018-06-15,2018-06-15,2018-05-18,64.32000000000001,-0.13040000000000002,0.265,0.005,0.26
A,2018-11-16,2018-11-16,2018-10-25,62.61,-0.14850000000000002,0.4,0.075,0.325
A,2018-12-21,2018-12-21,2018-11-21,67.72,-0.1708,0.5549999999999999,0.185,0.36999999999999994
A,2018-12-21,2018-12-21,2018-11-29,71.57000000000001,-0.1807,0.46499999999999997,4.225,-3.76
A,2012-05-18,2012-05-18,2012-04-24,39.800000000000004,-0.1587,0.36,0.02,0.33999999999999997
A,2012-06-15,2012-06-15,2012-05-02,43.04,-0.1555,0.475,0.005,0.47
A,2012-10-19,2012-10-19,2012-09-27,38.58,-0.15560000000000002,0.22,0.25,-0.03
A,2012-10-19,2012-10-19,2012-10-01,38.86,-0.203,0.27,1.215,-0.9450000000000001
A,2013-07-19,2013-07-19,2013-06-27,43.08,-0.1414,0.22,0.01,0.21
A,2013-08-16,2013-08-16,2013-08-01,46.04,-0.17170000000000002,0.32,0.005,0.315
A,2014-02-21,2014-02-21,2014-01-08,58.39,-0.14120000000000002,0.44,0.01,0.43
A,2014-05-16,2014-05-16,2014-05-01,54.47,-0.11710000000000001,0.215,0.03,0.185
A,2014-06-20,2014-06-20,2014-05-05,55.33,-0.14750000000000002,0.41500000000000004,0.02,0.395
A,2014-06-20,2014-06-20,2014-05-09,55.39,-0.12440000000000001,0.31500000000000006,0.02,0.29500000000000004
A,2014-07-18,2014-07-18,2014-06-05,58.6,-0.1967,0.495,0.025,0.47
A,2014-07-18,2014-07-18,2014-06-13,58.5,-0.2029,0.5,0.025,0.475
A,2014-11-21,2014-11-21,2014-11-04,40.17,-0.2056,0.405,0.005,0.4
A,2014-12-19,2014-12-19,2014-11-12,41.45,-0.1637,0.39,0.07,0.32
A,2015-04-17,2015-04-17,2015-03-05,42.22,-0.1109,0.185,0.025,0.16
A,2015-04-17,2015-04-17,2015-03-09,41.74,-0.1101,0.175,0.025,0.15
A,2015-04-17,2015-04-17,2015-03-17,41.58,-0.1067,0.14500000000000002,0.025,0.12000000000000002
A,2015-09-18,2015-09-18,2015-08-12,38.89,-0.1404,0.27,0.17,0.1
A,2016-01-15,2016-01-15,2015-12-11,40.19,-0.1421,0.28500000000000003,0.125,0.16000000000000003
A,2016-02-19,2016-02-19,2016-01-15,37.11,-0.1549,0.37,0.005,0.365
A,2016-02-19,2016-02-19,2016-01-19,37.2,-0.1444,0.30000000000000004,0.005,0.29500000000000004
A,2016-06-17,2016-06-17,2016-05-11,42.46,-0.10210000000000001,0.195,0.125,0.07
A,2016-07-15,2016-07-15,2016-06-15,44.94,-0.2116,0.38,0.005,0.375
A,2016-11-18,2016-11-18,2016-10-14,45.08,-0.1037,0.18,0.035,0.145
A,2016-12-16,2016-12-16,2016-11-18,45.04,-0.2076,0.385,0.005,0.38
A,2016-12-16,2016-12-16,2016-11-22,44.46,-0.1288,1.065,0.055,1.01
A,2017-08-18,2017-08-18,2017-07-14,61.52,-0.17420000000000002,0.375,0.005,0.37
A,2017-09-15,2017-09-15,2017-08-14,59.620000000000005,-0.1681,0.43,0.015,0.415
A,2017-09-15,2017-09-15,2017-08-18,61.25,-0.1341,0.22,0.015,0.20500000000000002
A,2018-02-16,2018-02-16,2018-01-17,72.06,-0.17930000000000001,0.5,0.005,0.495
A,2018-02-16,2018-02-16,2018-01-25,73.86,-0.18530000000000002,0.45999999999999996,0.025,0.43499999999999994
A,2018-07-20,2018-07-20,2018-06-22,62.79,-0.10020000000000001,0.2,0.02,0.18000000000000002
A,2018-07-20,2018-07-20,2018-06-26,61.980000000000004,-0.12240000000000001,0.25,0.02,0.23
A,2018-08-17,2018-08-17,2018-07-31,66.04,-0.1617,0.52,0.005,0.515
A,2012-06-15,2012-06-15,2012-05-14,38.900000000000006,-0.1467,0.41000000000000003,0.015,0.395
A,2012-11-16,2012-11-16,2012-10-05,38.86,-0.1569,0.36,0.01,0.35
A,2013-04-19,2013-04-19,2013-03-18,42.550000000000004,-0.1875,0.31500000000000006,0.005,0.31000000000000005
A,2013-09-20,2013-09-20,2013-08-13,46.92,-0.1754,0.445,0.005,0.44
A,2013-09-20,2013-09-20,2013-08-21,46.89,-0.17650000000000002,0.31500000000000006,0.005,0.31000000000000005
A,2014-02-21,2014-02-21,2014-01-16,60.5,-0.1492,0.45,0.005,0.445
A,2014-07-18,2014-07-18,2014-06-25,57.97,-0.1784,0.32000000000000006,0.025,0.29500000000000004
A,2014-11-21,2014-11-21,2014-10-16,51.71,-0.1535,0.56,2.835,-2.275
A,2014-11-21,2014-11-21,2014-10-20,52.35,-0.1912,0.68,4.5,-3.82
A,2015-04-17,2015-04-17,2015-03-25,40.81,-0.0884,0.075,0.025,0.049999999999999996
A,2015-05-15,2015-05-15,2015-04-29,41.96,-0.16060000000000002,0.15,0.015,0.135
A,2015-09-18,2015-09-18,2015-08-20,37.51,-0.1645,0.125,0.17,-0.04500000000000001
A,2015-09-18,2015-09-18,2015-08-28,36.51,-0.13470000000000001,0.155,0.245,-0.09
A,2015-10-16,2015-10-16,2015-10-02,34.67,-0.1383,0.185,0.23,-0.04500000000000001
A,2016-01-15,2016-01-15,2015-12-23,41.77,-0.10350000000000001,0.135,0.44,-0.305
A,2016-12-16,2016-12-16,2016-11-30,43.980000000000004,-0.23950000000000002,0.305,0.005,0.3
A,2017-04-21,2017-04-21,2017-03-27,53.24,-0.1854,0.31,0.025,0.285
A,2017-04-21,2017-04-21,2017-03-31,52.870000000000005,-0.14880000000000002,0.15000000000000002,0.025,0.12500000000000003
A,2017-05-19,2017-05-19,2017-05-01,55.800000000000004,-0.1041,0.095,0.005,0.09
A,2017-06-16,2017-06-16,2017-05-05,56.64,-0.163,0.37,0.015,0.355
A,2017-09-15,2017-09-15,2017-08-30,63.900000000000006,-0.0714,0.07,0.005,0.065
A,2017-11-17,2017-11-17,2017-10-04,65.83,-0.1277,0.29,0.015,0.27499999999999997
A,2018-04-20,2018-04-20,2018-03-09,71.13,-0.1322,0.38,0.005,0.375
A,2018-04-20,2018-04-20,2018-03-13,70.68,-0.1484,0.405,0.005,0.4
A,2018-08-17,2018-08-17,2018-07-12,63.45,-0.1192,0.325,0.05,0.275
A,2018-11-16,2018-11-16,2018-11-02,65.93,-0.1812,0.39,0.02,0.37
A,2012-09-21,2012-09-21,2012-08-13,40.38,-0.161,0.435,0.015,0.42
A,2013-06-21,2013-06-21,2013-05-17,45.56,-0.15710000000000002,0.32,0.01,0.31
A,2013-06-21,2013-06-21,2013-05-21,46.75,-0.15280000000000002,0.32,0.045,0.275
A,2013-07-19,2013-07-19,2013-06-25,42.480000000000004,-0.1374,0.235,0.01,0.22499999999999998
A,2013-11-15,2013-11-15,2013-10-16,51.56,-0.1496,0.38,0.005,0.375
A,2014-05-16,2014-05-16,2014-04-21,54.69,-0.1376,0.28500000000000003,0.03,0.255
A,2014-05-16,2014-05-16,2014-04-29,53.31,-0.1814,0.39,0.03,0.36
A,2014-09-19,2014-09-19,2014-08-20,58.33,-0.1433,0.21000000000000002,0.005,0.20500000000000002
A,2014-09-19,2014-09-19,2014-08-28,57.15,-0.1817,0.22,0.005,0.215
A,2015-02-20,2015-02-20,2015-01-23,38.81,-0.1516,0.30000000000000004,0.025,0.275
A,2015-02-20,2015-02-20,2015-01-27,38.75,-0.1411,0.255,0.025,0.23
A,2015-11-20,2015-11-20,2015-10-27,37.050000000000004,-0.1269,0.15000000000000002,0.09,0.060000000000000026
A,2015-12-18,2015-12-18,2015-11-23,40.03,-0.20670000000000002,0.38,0.1,0.28
A,2015-12-18,2015-12-18,2015-11-27,41.97,-0.0873,0.11499999999999999,0.1,0.014999999999999986
A,2015-12-18,2015-12-18,2015-12-01,41.06,-0.0932,0.10500000000000001,0.1,0.0050000000000000044
A,2016-10-21,2016-10-21,2016-10-04,46.83,-0.1315,0.25,0.155,0.095
A,2017-01-20,2017-01-20,2016-12-29,45.64,-0.1336,0.16499999999999998,0.055,0.10999999999999999
A,2017-03-17,2017-03-17,2017-03-01,52.04,-0.1711,0.195,0.005,0.19
A,2017-07-21,2017-07-21,2017-06-30,59.31,-0.0878,0.10500000000000001,0.015,0.09000000000000001
A,2018-01-19,2018-01-19,2017-12-11,67,-0.15910000000000002,0.385,0.015,0.37
A,2018-11-16,2018-11-16,2018-10-11,64.89,-0.1933,0.645,0.065,0.5800000000000001
A,2018-11-16,2018-11-16,2018-10-15,65.63,-0.1404,0.385,0.065,0.32
A,2012-06-15,2012-06-15,2012-05-09,39.93,-0.1532,0.455,0.015,0.44
A,2012-11-16,2012-11-16,2012-10-04,39.2,-0.1431,0.33,0.01,0.32
A,2012-11-16,2012-11-16,2012-10-08,38.660000000000004,-0.1638,0.365,0.01,0.355
A,2014-02-21,2014-02-21,2014-01-15,60.34,-0.1501,0.445,0.005,0.44
A,2014-06-20,2014-06-20,2014-05-08,55.31,-0.1373,0.37,0.02,0.35
A,2014-11-21,2014-11-21,2014-10-15,51.79,-0.158,0.595,2.835,-2.24
A,2014-12-19,2014-12-19,2014-11-19,40.800000000000004,-0.1443,0.20500000000000002,0.07,0.135
A,2015-03-20,2015-03-20,2015-02-09,39.04,-0.1663,0.385,0.045,0.34
A,2015-03-20,2015-03-20,2015-02-13,40.15,-0.1159,0.21999999999999997,0.045,0.175
A,2015-03-20,2015-03-20,2015-02-17,40.52,-0.221,0.495,0.01,0.485
A,2015-04-17,2015-04-17,2015-03-16,41.81,-0.093,0.13,0.025,0.10500000000000001
A,2015-05-15,2015-05-15,2015-04-24,42.49,-0.13620000000000002,0.15000000000000002,0.015,0.135
A,2015-08-21,2015-08-21,2015-07-15,40.125,-0.11620000000000001,0.26,0.02,0.24000000000000002
A,2015-09-18,2015-09-18,2015-08-19,38.400000000000006,-0.152,0.17,0.17,0
A,2016-06-17,2016-06-17,2016-05-18,44.32,-0.1,0.16,0.01,0.15
A,2016-06-17,2016-06-17,2016-05-26,45.51,-0.1092,0.12000000000000001,0.025,0.095
A,2016-11-18,2016-11-18,2016-10-17,45.15,-0.10020000000000001,0.18,0.035,0.145
A,2016-11-18,2016-11-18,2016-10-21,45.57,-0.189,0.37,0.01,0.36
A,2016-11-18,2016-11-18,2016-10-25,43.51,-0.1627,0.255,0.035,0.22
A,2016-12-16,2016-12-16,2016-11-25,44.89,-0.17370000000000002,0.245,0.005,0.24
A,2016-12-16,2016-12-16,2016-11-29,44.480000000000004,-0.19140000000000001,0.25,0.005,0.245
A,2017-04-21,2017-04-21,2017-03-30,53.32,-0.149,0.19,0.025,0.165
A,2017-09-15,2017-09-15,2017-08-21,61.74,-0.1066,0.165,0.015,0.15000000000000002
